algorithm,base_estimator,learning_rate,n_estimators,Data balancer,Matthews correlation coefficient,Cohen Kappa score,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,EditedNearestNeighbours,0.6536661742136699,0.63742004527125085,0.8266808101210673,0.9195839943592455,0.7337776258828891,0.26622237411711097,0.08041600564075445,0.9195839943592455,0.7337776258828891,0.26622237411711097,0.08041600564075445,0.08041600564075445
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,InstanceHardnessThreshold,0.67670535957179367,0.65868754853743783,0.8379030992943153,0.9358540454785828,0.7399521531100479,0.26004784688995214,0.06414595452141725,0.9358540454785828,0.7399521531100479,0.26004784688995214,0.06414595452141725,0.06414595452141725
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,InstanceHardnessThreshold,0.67949706050319592,0.66153947600493956,0.8392894463937353,0.9369293142957872,0.7416495784916838,0.25835042150831616,0.06307068570421294,0.9369293142957872,0.7416495784916838,0.25835042150831616,0.06307068570421294,0.06307068570421294
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",1.0,75,TomekLinks,0.16914871169132303,0.056317565251872446,0.5254715318173806,0.05094306363476114,1.0,0.0,0.9490569363652389,0.0,0.0,0.0,0.0,0.0
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,NearMiss,0.60774081752582387,0.60698846005978291,0.8050990144222631,0.807703155297021,0.8024948735475051,0.19750512645249485,0.19229684470297903,0.807703155297021,0.8024948735475051,0.19750512645249485,0.19229684470297903,0.19229684470297903
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,NearMiss,0.61215867411431013,0.61114996368096797,0.8073537468496972,0.8130442446677243,0.8016632490316701,0.1983367509683299,0.18695575533227568,0.8130442446677243,0.8016632490316701,0.1983367509683299,0.18695575533227568,0.18695575533227568
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",1.0,50,SMOTEENN,0.65919423950175238,0.64082634109995784,0.8288930495316702,0.9282919090428345,0.7294941900205059,0.2705058099794942,0.07170809095716553,0.0,0.0,0.0,0.0,0.0
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,InstanceHardnessThreshold,0.67431913126863163,0.65594956947621186,0.8365645255873204,0.9358540454785828,0.7372750056960583,0.26272499430394164,0.06414595452141723,0.9358540454785828,0.7372750056960583,0.26272499430394164,0.06414595452141723,0.06414595452141723
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,NeighbourhoodCleaningRule,0.66707179060154154,0.65518982285082894,0.8344355944184775,0.9108055702450204,0.7580656185919343,0.24193438140806559,0.08919442975497972,0.9108055702450204,0.7580656185919343,0.24193438140806559,0.08919442975497972,0.08919442975497972
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,NearMiss,0.61841080571894624,0.61766356734534644,0.8104161869748165,0.8130971267407016,0.8077352472089315,0.19226475279106858,0.1869028732592984,0.8130971267407016,0.8077352472089315,0.19226475279106858,0.1869028732592984,0.1869028732592984
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,NeighbourhoodCleaningRule,0.66161125572010071,0.64950872911506663,0.8316406551690028,0.9086902873259298,0.7545910230120757,0.24540897698792433,0.09130971267407016,0.9086902873259298,0.7545910230120757,0.24540897698792433,0.09130971267407016,0.09130971267407016
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",0.505,100,SMOTEENN,0.67880743194333704,0.67417409734996647,0.8330393311773255,0.7591750396615548,0.9069036226930964,0.09309637730690362,0.24082496033844528,0.0,0.0,0.0,0.0,0.0
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",1.0,100,NeighbourhoodCleaningRule,0.49623254618462048,0.42012818383209766,0.6983442754282465,0.41669310770315526,0.9799954431533381,0.020004556846662108,0.5833068922968446,0.0,0.0,0.0,0.0,0.0
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,OneSidedSelection,0.62345527694049341,0.62263321357337864,0.813062938341961,0.8176273576590868,0.8084985190248348,0.19150148097516517,0.1823726423409131,0.8176273576590868,0.8084985190248348,0.19150148097516517,0.1823726423409131,0.1823726423409131
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,RandomUnderSampler,0.61159150860818012,0.60642988588432811,0.807391980624606,0.8479464128327164,0.7668375484164957,0.2331624515835042,0.15205358716728362,0.8479464128327164,0.7668375484164957,0.2331624515835042,0.15205358716728362,0.15205358716728362
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,NeighbourhoodCleaningRule,0.65993080049733566,0.64766319703085007,0.8307546485077171,0.9086726599682707,0.7528366370471634,0.24716336295283658,0.09132734003172922,0.9086726599682707,0.7528366370471634,0.24716336295283658,0.09132734003172922,0.09132734003172922
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,OneSidedSelection,0.63204745940742202,0.6312745631782245,0.8173250478727948,0.820888418826018,0.8137616769195718,0.18623832308042834,0.17911158117398204,0.820888418826018,0.8137616769195718,0.18623832308042834,0.17911158117398204,0.17911158117398204
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,RandomUnderSampler,0.61409511903662573,0.60858466010074597,0.8086679037143844,0.8522298607438744,0.7651059466848942,0.23489405331510593,0.1477701392561255,0.8522298607438744,0.7651059466848942,0.23489405331510593,0.1477701392561255,0.1477701392561255
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",1.0,75,ADASYN,0.073657564704496123,0.012033835463995909,0.5054027851225101,0.010805570245020274,1.0,0.0,0.9891944297549798,0.0,0.0,0.0,0.0,0.0
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,TomekLinks,0.63237680192664325,0.63144514761855042,0.8174795944960712,0.8229860743874494,0.8119731146046935,0.18802688539530643,0.1770139256125507,0.8229860743874494,0.8119731146046935,0.18802688539530643,0.1770139256125507,0.1770139256125507
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,TomekLinks,0.62558679278287366,0.62501219861532609,0.8138130287981383,0.8121099947117928,0.815516062884484,0.18448393711551606,0.1878900052882073,0.8121099947117928,0.815516062884484,0.18448393711551606,0.1878900052882073,0.1878900052882073
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,ADASYN,0.63112224214801227,0.63051836224355728,0.8163279424704736,0.8109994711792702,0.8216564137616769,0.17834358623832305,0.1890005288207298,0.8109994711792702,0.8216564137616769,0.17834358623832305,0.1890005288207298,0.1890005288207298
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,RandomOverSampler,0.62415803469839892,0.62407632721714257,0.8118462831758498,0.7872377930548211,0.8364547732968785,0.16354522670312144,0.2127622069451789,0.7872377930548211,0.8364547732968785,0.16354522670312144,0.2127622069451789,0.2127622069451789
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,ADASYN,0.6416256120621493,0.64116535288384002,0.82149061659485,0.815230037017451,0.8277511961722488,0.1722488038277512,0.1847699629825489,0.815230037017451,0.8277511961722488,0.1722488038277512,0.1847699629825489,0.1847699629825489
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,RandomOverSampler,0.62402438291704432,0.62373425477752964,0.8113651123385601,0.7827780715670721,0.8399521531100479,0.16004784688995216,0.2172219284329279,0.7827780715670721,0.8399521531100479,0.16004784688995216,0.2172219284329279,0.2172219284329279
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,OneSidedSelection,0.61823267408243299,0.61713255775360587,0.8105407110632695,0.8186321170456549,0.802449305080884,0.19755069491911595,0.18136788295434514,0.8186321170456549,0.802449305080884,0.19755069491911595,0.18136788295434514,0.18136788295434514
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,RandomUnderSampler,0.61612108797593268,0.61184007748938296,0.8099017374212899,0.8468711440155121,0.7729323308270676,0.2270676691729323,0.15312885598448792,0.8468711440155121,0.7729323308270676,0.2270676691729323,0.15312885598448792,0.15312885598448792
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",1.0,50,SMOTETomek,0.12116873624442059,0.035048657730440747,0.5195648759656942,0.9956460426582057,0.04348370927318296,0.956516290726817,0.0043539573417944654,0.0,0.0,0.0,0.0,0.0
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,20,None,0.62258936616735416,0.62256301597767405,0.811399957395532,0.7915741230389562,0.8312257917521076,0.16877420824789247,0.20842587696104353,0.7915741230389562,0.8312257917521076,0.16877420824789247,0.20842587696104353,0.20842587696104353
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,SMOTE,0.61589735264943257,0.61562698048104791,0.8085947646386288,0.7990304953287501,0.8181590339485076,0.18184096605149236,0.20096950467124977,0.7990304953287501,0.8181590339485076,0.18184096605149236,0.20096950467124977,0.20096950467124977
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,5,ClusterCentroids,0.60946279835324546,0.60830255594826588,0.8061483392149428,0.8131852635289971,0.7991114149008887,0.20088858509911142,0.186814736471003,0.8131852635289971,0.7991114149008887,0.20088858509911142,0.186814736471003,0.186814736471003
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,SMOTE,0.61939796472055109,0.61930089725689463,0.8102537694893451,0.7980081085845233,0.8224994303941672,0.1775005696058328,0.2019918914154768,0.7980081085845233,0.8224994303941672,0.1775005696058328,0.2019918914154768,0.2019918914154768
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,TomekLinks,0.62832336534890887,0.62744624393299064,0.8154306732168627,0.8197426405781774,0.8111187058555481,0.188881294144452,0.18025735942182272,0.8197426405781774,0.8111187058555481,0.188881294144452,0.18025735942182272,0.18025735942182272
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,ADASYN,0.6403267065571594,0.63970469787309703,0.8212303871548494,0.8207473999647453,0.8217133743449533,0.1782866256550467,0.1792526000352547,0.8207473999647453,0.8217133743449533,0.1782866256550467,0.1792526000352547,0.1792526000352547
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,RandomOverSampler,0.62883431193114259,0.62868075918249033,0.8138489733058187,0.785968623303367,0.8417293233082708,0.1582706766917293,0.2140313766966332,0.785968623303367,0.8417293233082708,0.1582706766917293,0.2140313766966332,0.2140313766966332
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,5,EditedNearestNeighbours,0.65912043245228424,0.64155487323581351,0.8291045507138358,0.9261061166931076,0.7321029847345638,0.2678970152654363,0.0738938833068923,0.9261061166931076,0.7321029847345638,0.2678970152654363,0.0738938833068923,0.0738938833068923
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,SMOTEENN,0.62805248751531983,0.61503055270742812,0.800906022688566,0.6817733121805042,0.9200387331966279,0.07996126680337205,0.31822668781949587,0.6817733121805042,0.9200387331966279,0.07996126680337205,0.31822668781949587,0.31822668781949587
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,SMOTE,0.61602914404934273,0.61574594544143035,0.808693802556003,0.8001057641459545,0.8172818409660515,0.1827181590339485,0.1998942358540455,0.8001057641459545,0.8172818409660515,0.1827181590339485,0.1998942358540455,0.1998942358540455
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,SMOTEENN,0.61662097196773979,0.6041158655989638,0.795614751989825,0.6763969680944827,0.9148325358851673,0.08516746411483252,0.32360303190551737,0.6763969680944827,0.9148325358851673,0.08516746411483252,0.32360303190551737,0.32360303190551737
SAMME.R,"BernoulliNB(alpha=1.0, binarize=0.0, class_prior=None, fit_prior=True)",1.0,75,RandomOverSampler,0.12840380636095772,0.032440215703435804,0.514630706857042,0.02926141371408426,1.0,0.0,0.9707385862859157,0.0,0.0,0.0,0.0,0.0
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,50,SMOTETomek,0.6225281200615006,0.62227309499285155,0.8102119662648762,0.7751630530583465,0.8452608794714057,0.1547391205285942,0.22483694694165343,0.7751630530583465,0.8452608794714057,0.1547391205285942,0.22483694694165343,0.22483694694165343
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,100,SMOTEENN,0.62107052338180591,0.60796754043587642,0.7973344224220953,0.6763617133791645,0.9183071314650263,0.08169286853497379,0.3236382866208355,0.6763617133791645,0.9183071314650263,0.08169286853497379,0.3236382866208355,0.3236382866208355
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,50,None,0.62766958732511824,0.6276432648159167,0.8141119920372056,0.7970209765556143,0.8312030075187969,0.16879699248120303,0.2029790234443857,0.7970209765556143,0.8312030075187969,0.16879699248120303,0.2029790234443857,0.2029790234443857
SAMME.R,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.01,75,SMOTETomek,0.62084368801241974,0.62072356536603468,0.8097579051710811,0.7795522651154592,0.839963545226703,0.1600364547732969,0.2204477348845408,0.7795522651154592,0.839963545226703,0.1600364547732969,0.2204477348845408,0.2204477348845408
