algorithm,base_estimator,learning_rate,n_estimators,Data balancer,Matthews correlation coefficient,Cohen Kappa score,Average true rate,Average true positive rate,Average true negative rate,Average false positive rate,Average false negative rate,Average true positive with cutoff,Average true negative rate with cutoff,Average false positive rate with cutoff,Average false negative rate with cutoff,Average unclassified from cutoff
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,75,SMOTETomek,0.24523789790111775,0.24490674814939675,0.625,0.49666666666666665,0.7533333333333333,0.24666666666666667,0.5033333333333334,0.49666666666666665,0.7533333333333333,0.24666666666666667,0.5033333333333334,0.5033333333333334
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,50,None,0.22240141495091445,0.22227136358473332,0.6123809523809524,0.47,0.7547619047619047,0.24523809523809526,0.5300000000000001,0.47,0.7547619047619047,0.24523809523809526,0.5300000000000001,0.5300000000000001
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,NearMiss,0.22378685188014816,0.20815659527459326,0.621984126984127,0.6511111111111111,0.5928571428571429,0.4071428571428571,0.34888888888888886,0.6511111111111111,0.5928571428571429,0.4071428571428571,0.34888888888888886,0.34888888888888886
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,ClusterCentroids,0.17813179652352995,0.15440024011633049,0.5964285714285714,0.6966666666666668,0.4961904761904761,0.5038095238095238,0.3033333333333333,0.6966666666666668,0.4961904761904761,0.5038095238095238,0.3033333333333333,0.3033333333333333
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,NeighbourhoodCleaningRule,0.25642197390857646,0.24698710576956096,0.6383333333333333,0.62,0.6566666666666666,0.34333333333333343,0.38000000000000006,0.62,0.6566666666666666,0.34333333333333343,0.38000000000000006,0.38000000000000006
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,EditedNearestNeighbours,0.2824755583011877,0.26873204385818483,0.6532539682539683,0.6622222222222223,0.6442857142857142,0.3557142857142857,0.33777777777777773,0.6622222222222223,0.6442857142857142,0.3557142857142857,0.33777777777777773,0.33777777777777773
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,OneSidedSelection,0.25604482925404121,0.25470992235301249,0.6326984126984128,0.5311111111111111,0.7342857142857143,0.26571428571428574,0.4688888888888889,0.5311111111111111,0.7342857142857143,0.26571428571428574,0.4688888888888889,0.4688888888888889
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,RandomUnderSampler,0.24756334831107218,0.22841599508774144,0.635,0.68,0.59,0.41,0.32,0.68,0.59,0.41,0.32,0.32
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,TomekLinks,0.2636044137427942,0.26242727907348351,0.6363492063492063,0.5322222222222223,0.7404761904761904,0.25952380952380955,0.4677777777777778,0.5322222222222223,0.7404761904761904,0.25952380952380955,0.4677777777777778,0.4677777777777778
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,InstanceHardnessThreshold,0.30978735833950383,0.26815106633900249,0.6676190476190476,0.7966666666666665,0.5385714285714286,0.46142857142857147,0.20333333333333334,0.7966666666666665,0.5385714285714286,0.46142857142857147,0.20333333333333334,0.20333333333333334
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,ADASYN,0.2317159959577729,0.23118553718495846,0.6185714285714287,0.49333333333333335,0.7438095238095238,0.2561904761904762,0.5066666666666667,0.49333333333333335,0.7438095238095238,0.2561904761904762,0.5066666666666667,0.5066666666666667
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,RandomOverSampler,0.22540628288114681,0.22532258274015612,0.6117460317460318,0.4477777777777778,0.7757142857142858,0.22428571428571428,0.5522222222222223,0.4477777777777778,0.7757142857142858,0.22428571428571428,0.5522222222222223,0.5522222222222223
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,NearMiss,0.22378685188014816,0.20815659527459326,0.621984126984127,0.6511111111111111,0.5928571428571429,0.4071428571428571,0.34888888888888886,0.6511111111111111,0.5928571428571429,0.4071428571428571,0.34888888888888886,0.34888888888888886
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,SMOTE,0.23952559906668255,0.23932784016790451,0.6211111111111112,0.4822222222222223,0.7600000000000001,0.24,0.5177777777777778,0.4822222222222223,0.7600000000000001,0.24,0.5177777777777778,0.5177777777777778
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,NeighbourhoodCleaningRule,0.25642197390857646,0.24698710576956096,0.6383333333333333,0.62,0.6566666666666666,0.34333333333333343,0.38000000000000006,0.62,0.6566666666666666,0.34333333333333343,0.38000000000000006,0.38000000000000006
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,SMOTEENN,0.24623926342409264,0.2437682097986027,0.6153968253968255,0.4055555555555556,0.8252380952380953,0.17476190476190476,0.5944444444444444,0.4055555555555556,0.8252380952380953,0.17476190476190476,0.5944444444444444,0.5944444444444444
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,InstanceHardnessThreshold,0.30655048276448821,0.26356720031441544,0.6655555555555557,0.8011111111111111,0.5300000000000001,0.47000000000000003,0.1988888888888889,0.8011111111111111,0.5300000000000001,0.47000000000000003,0.1988888888888889,0.1988888888888889
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,OneSidedSelection,0.25604482925404121,0.25470992235301249,0.6326984126984128,0.5311111111111111,0.7342857142857143,0.26571428571428574,0.4688888888888889,0.5311111111111111,0.7342857142857143,0.26571428571428574,0.4688888888888889,0.4688888888888889
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,RandomUnderSampler,0.24756334831107218,0.22841599508774144,0.635,0.68,0.59,0.41,0.32,0.68,0.59,0.41,0.32,0.32
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,NearMiss,0.22741416923118085,0.21125789166534029,0.623968253968254,0.6555555555555556,0.5923809523809523,0.4076190476190476,0.3444444444444444,0.6555555555555556,0.5923809523809523,0.4076190476190476,0.3444444444444444,0.3444444444444444
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,TomekLinks,0.2636044137427942,0.26242727907348351,0.6363492063492063,0.5322222222222223,0.7404761904761904,0.25952380952380955,0.4677777777777778,0.5322222222222223,0.7404761904761904,0.25952380952380955,0.4677777777777778,0.4677777777777778
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",0.505,100,SMOTETomek,0.23418211917497725,0.23406000032498273,0.6184920634920635,0.47888888888888886,0.758095238095238,0.24190476190476193,0.5211111111111112,0.47888888888888886,0.758095238095238,0.24190476190476193,0.5211111111111112,0.5211111111111112
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,50,ClusterCentroids,0.15727840967400944,0.1359473725913605,0.5850793650793651,0.6844444444444444,0.48571428571428577,0.5142857142857142,0.31555555555555553,0.6844444444444444,0.48571428571428577,0.5142857142857142,0.31555555555555553,0.31555555555555553
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,75,None,0.23216543152478372,0.23200241602733476,0.6176190476190476,0.48,0.7552380952380954,0.24476190476190474,0.52,0.48,0.7552380952380954,0.24476190476190474,0.52,0.52
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,ADASYN,0.2317159959577729,0.23118553718495846,0.6185714285714287,0.49333333333333335,0.7438095238095238,0.2561904761904762,0.5066666666666667,0.49333333333333335,0.7438095238095238,0.2561904761904762,0.5066666666666667,0.5066666666666667
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,RandomOverSampler,0.22540628288114681,0.22532258274015612,0.6117460317460318,0.4477777777777778,0.7757142857142858,0.22428571428571428,0.5522222222222223,0.4477777777777778,0.7757142857142858,0.22428571428571428,0.5522222222222223,0.5522222222222223
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,50,EditedNearestNeighbours,0.27397546145466162,0.2591918169373047,0.6488888888888888,0.6644444444444444,0.6333333333333334,0.3666666666666667,0.3355555555555556,0.6644444444444444,0.6333333333333334,0.3666666666666667,0.3355555555555556,0.3355555555555556
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,NeighbourhoodCleaningRule,0.25142566437728336,0.24317446366558146,0.6353174603174604,0.6077777777777778,0.6628571428571428,0.3371428571428572,0.39222222222222225,0.6077777777777778,0.6628571428571428,0.3371428571428572,0.39222222222222225,0.39222222222222225
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,SMOTE,0.23952559906668255,0.23932784016790451,0.6211111111111112,0.4822222222222223,0.7600000000000001,0.24,0.5177777777777778,0.4822222222222223,0.7600000000000001,0.24,0.5177777777777778,0.5177777777777778
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,OneSidedSelection,0.25498115303265551,0.25379947840188716,0.6319047619047619,0.5266666666666667,0.7371428571428571,0.26285714285714284,0.47333333333333333,0.5266666666666667,0.7371428571428571,0.26285714285714284,0.47333333333333333,0.47333333333333333
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,RandomUnderSampler,0.23613509348586537,0.21952332108583572,0.6287301587301587,0.6622222222222223,0.5952380952380953,0.4047619047619048,0.33777777777777773,0.6622222222222223,0.5952380952380953,0.4047619047619048,0.33777777777777773,0.33777777777777773
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,5,SMOTEENN,0.24623926342409264,0.2437682097986027,0.6153968253968255,0.4055555555555556,0.8252380952380953,0.17476190476190476,0.5944444444444444,0.4055555555555556,0.8252380952380953,0.17476190476190476,0.5944444444444444,0.5944444444444444
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,TomekLinks,0.27447649478714209,0.27341282020562307,0.6416666666666667,0.5366666666666667,0.7466666666666667,0.25333333333333335,0.4633333333333333,0.5366666666666667,0.7466666666666667,0.25333333333333335,0.4633333333333333,0.4633333333333333
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,ADASYN,0.23938618975706927,0.23867051808846965,0.6222222222222222,0.4977777777777777,0.7466666666666666,0.25333333333333335,0.5022222222222222,0.4977777777777777,0.7466666666666666,0.25333333333333335,0.5022222222222222,0.5022222222222222
SAMME,"DecisionTreeClassifier(class_weight=None, criterion='gini', max_depth=None,
            max_features=None, max_leaf_nodes=None,
            min_impurity_split=1e-07, min_samples_leaf=1,
            min_samples_split=2, min_weight_fraction_leaf=0.0,
            presort=False, random_state=None, splitter='best')",1.0,20,RandomOverSampler,0.23369312041879761,0.23364528090194239,0.6161111111111112,0.45555555555555555,0.7766666666666667,0.2233333333333333,0.5444444444444444,0.45555555555555555,0.7766666666666667,0.2233333333333333,0.5444444444444444,0.5444444444444444
